Transaction_ID,Date,Year,Month,Quarter,Region,Customer_ID,Customer_Segment,Department,Product,Units_Sold,Unit_Price,Gross_Revenue,Discount,Net_Revenue,COGS,Marketing_Expense,Operating_Expense,Total_Expense,Profit,Profit_Margin,Payment_Method,Payment_Status,Budget_Target,Variance_vs_Budget
TXN-01889,2025-12-10,2025,Dec,Q4,Fujairah,CUST-0195,Corporate,Operations,Security Audit,5,"4,826.92","24,134.60",78.62,"24,055.98","12,579.93",794.93,"3,252.03","16,626.89","7,429.09",30.88%,Cash,Overdue,"26,346.50","-2,290.52"
TXN-01890,2025-03-11,2025,Mar,Q1,Umm Al Quwain,CUST-0050,Retail,Marketing,Hardware Setup,6,"2,646.01","15,876.06",650.26,"15,225.80","10,776.24",575.71,"2,107.20","13,459.15","1,766.65",11.60%,Bank Transfer,Paid,"13,725.84","1,499.96"
TXN-01891,2025-02-06,2025,Feb,Q1,Ajman,CUST-0014,Retail,Finance,Training Program,10,922.09,"9,220.90",124.70,"9,096.20","4,632.38",472.20,953.23,"6,057.81","3,038.39",33.40%,Cash,Paid,"10,425.63","-1,329.43"
TXN-01892,2025-02-11,2025,Feb,Q1,Sharjah,CUST-0278,SME,Finance,Hardware Setup,19,"2,662.93","50,595.67","4,887.91","45,707.76","31,002.53","1,949.17","5,605.38","38,557.08","7,150.68",15.64%,Online,Paid,"53,404.37","-7,696.61"
TXN-01893,2024-04-11,2024,Apr,Q2,Fujairah,CUST-0486,Hospitality,Sales,Hardware Setup,24,"2,368.09","56,834.16","9,581.55","47,252.61","37,321.35","2,579.95","3,475.25","43,376.55","3,876.06",8.20%,Credit Card,Pending,"55,078.90","-7,826.29"
TXN-01894,2025-09-15,2025,Sep,Q3,Ras Al Khaimah,CUST-0049,Corporate,HR,Software Subscription,13,"1,142.32","14,850.16",596.23,"14,253.93","7,547.06","1,061.50",805.12,"9,413.68","4,840.25",33.96%,Cheque,Paid,"15,719.92","-1,465.99"
TXN-01895,2023-12-15,2023,Dec,Q4,Ajman,CUST-0334,Corporate,Logistics,Training Program,17,794.48,"13,506.16",777.65,"12,728.51","6,643.44",270.17,"1,524.13","8,437.74","4,290.77",33.71%,Cheque,Paid,"12,905.50",-176.99
TXN-01896,2024-11-16,2024,Nov,Q4,Umm Al Quwain,CUST-0070,Corporate,Finance,Security Audit,5,"4,842.82","24,214.10",808.62,"23,405.48","11,199.19","1,330.79","3,069.78","15,599.76","7,805.72",33.35%,Bank Transfer,Paid,"20,996.22","2,409.26"
TXN-01897,2023-08-15,2023,Aug,Q3,Dubai,CUST-0482,Corporate,Finance,Cloud Support,18,"2,090.64","37,631.52","4,462.31","33,169.21","21,843.30","1,371.77","4,839.72","28,054.79","5,114.42",15.42%,Bank Transfer,Paid,"34,690.60","-1,521.39"
TXN-01898,2025-10-05,2025,Oct,Q4,Sharjah,CUST-0427,Retail,Finance,Data Analytics Package,6,"4,912.76","29,476.56",717.03,"28,759.53","12,638.44",920.51,"1,789.86","15,348.81","13,410.72",46.63%,Credit Card,Overdue,"30,453.85","-1,694.32"
TXN-01899,2025-04-28,2025,Apr,Q2,Abu Dhabi,CUST-0270,Hospitality,IT,Consulting Service,7,"3,705.36","25,937.52","1,263.27","24,674.25","10,477.00","1,846.41","2,860.37","15,183.78","9,490.47",38.46%,Online,Pending,"22,369.77","2,304.48"
TXN-01900,2023-04-20,2023,Apr,Q2,Ajman,CUST-0179,SME,Logistics,Hardware Setup,17,"3,149.15","53,535.55","1,784.76","51,750.79","35,299.43","3,406.06","6,913.40","45,618.89","6,131.90",11.85%,Credit Card,Paid,"45,742.03","6,008.76"
TXN-01901,2023-08-24,2023,Aug,Q3,Ras Al Khaimah,CUST-0169,Retail,HR,Hardware Setup,8,"2,966.57","23,732.56","3,280.09","20,452.47","15,098.81",556.96,"3,249.60","18,905.37","1,547.10",7.56%,Bank Transfer,Paid,"18,469.90","1,982.57"
TXN-01902,2023-04-03,2023,Apr,Q2,Sharjah,CUST-0258,SME,Operations,Cloud Support,23,"1,909.48","43,918.04",370.77,"43,547.27","26,004.10","1,297.73","4,199.85","31,501.68","12,045.59",27.66%,Cheque,Paid,"42,186.68","1,360.59"
TXN-01903,2024-04-25,2024,Apr,Q2,Sharjah,CUST-0055,Government,Logistics,Consulting Service,3,"3,544.56","10,633.68",236.88,"10,396.80","4,896.13",584.56,728.16,"6,208.85","4,187.95",40.28%,Cash,Pending,"11,989.93","-1,593.13"
TXN-01904,2023-05-23,2023,May,Q2,Umm Al Quwain,CUST-0216,SME,Sales,Training Program,11,938.75,"10,326.25","1,088.18","9,238.07","4,928.07",652.05,"1,546.63","7,126.75","2,111.32",22.85%,Credit Card,Pending,"10,433.86","-1,195.79"
TXN-01905,2024-01-20,2024,Jan,Q1,Fujairah,CUST-0396,Hospitality,Operations,Hardware Setup,26,"2,170.82","56,441.32","7,859.04","48,582.28","35,672.74","2,637.38","4,078.27","42,388.39","6,193.89",12.75%,Cash,Pending,"46,515.71","2,066.57"
TXN-01906,2024-04-23,2024,Apr,Q2,Fujairah,CUST-0378,Retail,Logistics,Consulting Service,6,"3,415.46","20,492.76","1,272.16","19,220.60","8,827.63",394.42,"2,889.54","12,111.59","7,109.01",36.99%,Online,Paid,"19,625.92",-405.32
TXN-01907,2023-04-05,2023,Apr,Q2,Ras Al Khaimah,CUST-0384,Hospitality,HR,Hardware Setup,23,"2,820.07","64,861.61","4,700.68","60,160.93","47,722.00","3,146.58","4,068.65","54,937.23","5,223.70",8.68%,Credit Card,Paid,"57,951.19","2,209.74"
TXN-01908,2023-08-09,2023,Aug,Q3,Dubai,CUST-0450,SME,Marketing,Security Audit,8,"4,512.57","36,100.56","2,254.21","33,846.35","16,343.12","2,597.45","5,765.55","24,706.12","9,140.23",27.01%,Online,Paid,"34,034.57",-188.22
TXN-01909,2025-08-21,2025,Aug,Q3,Abu Dhabi,CUST-0157,SME,IT,Data Analytics Package,7,"5,005.64","35,039.48","1,675.65","33,363.83","12,374.21","1,625.80","2,649.99","16,650.00","16,713.83",50.10%,Credit Card,Paid,"32,300.20","1,063.63"
TXN-01910,2023-12-16,2023,Dec,Q4,Abu Dhabi,CUST-0095,SME,Finance,Cloud Support,4,"1,971.61","7,886.44",621.31,"7,265.13","4,613.57",459.96,"1,128.99","6,202.52","1,062.61",14.63%,Cash,Paid,"6,526.99",738.14
TXN-01911,2024-09-23,2024,Sep,Q3,Umm Al Quwain,CUST-0139,SME,IT,Software Subscription,4,"1,411.95","5,647.80",101.54,"5,546.26","3,403.99",207.49,398.58,"4,010.06","1,536.20",27.70%,Bank Transfer,Paid,"6,146.55",-600.29
TXN-01912,2023-11-19,2023,Nov,Q4,Dubai,CUST-0061,Hospitality,Finance,Cloud Support,8,"2,058.13","16,465.04","1,862.04","14,603.00","7,898.45",818.58,"1,563.96","10,280.99","4,322.01",29.60%,Bank Transfer,Pending,"14,388.50",214.50
TXN-01913,2024-11-19,2024,Nov,Q4,Dubai,CUST-0460,SME,Finance,Hardware Setup,9,"2,140.39","19,263.51","3,092.59","16,170.92","11,606.70",623.16,"1,547.59","13,777.45","2,393.47",14.80%,Bank Transfer,Paid,"17,243.04","-1,072.12"
TXN-01914,2024-10-17,2024,Oct,Q4,Abu Dhabi,CUST-0198,Corporate,IT,Cloud Support,27,"1,934.13","52,221.51","2,350.61","49,870.90","28,873.98","1,276.71","6,600.26","36,750.95","13,119.95",26.31%,Bank Transfer,Pending,"44,721.27","5,149.63"
TXN-01915,2023-02-25,2023,Feb,Q1,Abu Dhabi,CUST-0246,Government,IT,Data Analytics Package,6,"4,866.66","29,199.96","1,800.19","27,399.77","10,261.19","1,498.07","4,896.61","16,655.87","10,743.90",39.21%,Cheque,Overdue,"24,401.41","2,998.36"
TXN-01916,2025-06-05,2025,Jun,Q2,Dubai,CUST-0321,Hospitality,Logistics,Hardware Setup,20,"2,312.20","46,244.00","1,552.70","44,691.30","32,492.64","1,515.16","4,463.95","38,471.75","6,219.55",13.92%,Credit Card,Paid,"46,952.87","-2,261.57"
TXN-01917,2023-02-03,2023,Feb,Q1,Abu Dhabi,CUST-0139,Government,Marketing,Data Analytics Package,5,"4,353.63","21,768.15","1,422.99","20,345.16","8,721.83",765.86,"2,018.47","11,506.16","8,839.00",43.45%,Credit Card,Paid,"22,013.55","-1,668.39"
TXN-01918,2024-09-06,2024,Sep,Q3,Fujairah,CUST-0020,Hospitality,Finance,Data Analytics Package,4,"4,614.71","18,458.84",872.44,"17,586.40","6,475.35","1,361.61","2,083.73","9,920.69","7,665.71",43.59%,Cash,Paid,"17,777.28",-190.88
TXN-01919,2024-08-12,2024,Aug,Q3,Sharjah,CUST-0105,Retail,Logistics,Training Program,10,827.67,"8,276.70",558.20,"7,718.50","3,920.28",441.60,519.93,"4,881.81","2,836.69",36.75%,Bank Transfer,Paid,"7,555.88",162.62
TXN-01920,2024-12-12,2024,Dec,Q4,Ajman,CUST-0432,Corporate,Marketing,Training Program,25,"1,044.92","26,123.00","1,986.19","24,136.81","13,645.47","1,651.38","4,309.16","19,606.01","4,530.80",18.77%,Online,Pending,"25,648.58","-1,511.77"
TXN-01921,2025-05-24,2025,May,Q2,Umm Al Quwain,CUST-0282,Hospitality,Marketing,Hardware Setup,10,"2,471.83","24,718.30","1,595.40","23,122.90","15,941.36","1,658.22","2,373.14","19,972.72","3,150.18",13.62%,Bank Transfer,Paid,"20,658.93","2,463.97"
TXN-01922,2023-03-19,2023,Mar,Q1,Ajman,CUST-0342,Government,HR,Maintenance Contract,9,"1,311.82","11,806.38",600.54,"11,205.84","7,218.72",852.47,"1,996.59","10,067.78","1,138.06",10.16%,Cheque,Paid,"12,347.40","-1,141.56"
TXN-01923,2025-05-30,2025,May,Q2,Umm Al Quwain,CUST-0222,Hospitality,Sales,Security Audit,5,"4,211.74","21,058.70",602.30,"20,456.40","9,423.22","1,268.64","3,296.91","13,988.77","6,467.63",31.62%,Bank Transfer,Pending,"18,138.17","2,318.23"
TXN-01924,2024-06-18,2024,Jun,Q2,Ajman,CUST-0053,Retail,Finance,Security Audit,2,"3,579.73","7,159.46",482.81,"6,676.65","3,147.97",343.29,"1,024.83","4,516.09","2,160.56",32.36%,Cheque,Overdue,"7,780.48","-1,103.83"
TXN-01925,2025-01-04,2025,Jan,Q1,Ajman,CUST-0252,Retail,Operations,Hardware Setup,14,"2,889.01","40,446.14",0.42,"40,445.72","29,355.75","2,126.20","4,678.51","36,160.46","4,285.26",10.60%,Online,Paid,"47,042.61","-6,596.89"
TXN-01926,2024-01-06,2024,Jan,Q1,Sharjah,CUST-0166,Corporate,IT,Data Analytics Package,5,"5,488.59","27,442.95","2,661.02","24,781.93","9,650.95","1,815.41","4,407.21","15,873.57","8,908.36",35.95%,Cash,Paid,"26,086.58","-1,304.65"
TXN-01927,2025-04-17,2025,Apr,Q2,Sharjah,CUST-0462,SME,Logistics,Hardware Setup,28,"2,867.71","80,295.88","12,702.61","67,593.27","47,950.59","2,743.57","3,780.01","54,474.17","13,119.10",19.41%,Online,Paid,"76,207.84","-8,614.57"
TXN-01928,2025-06-09,2025,Jun,Q2,Abu Dhabi,CUST-0170,Corporate,Logistics,Consulting Service,8,"4,034.01","32,272.08","1,386.56","30,885.52","12,975.12","1,231.34","3,333.82","17,540.28","13,345.24",43.21%,Credit Card,Paid,"29,965.09",920.43
TXN-01929,2024-10-24,2024,Oct,Q4,Umm Al Quwain,CUST-0128,Hospitality,IT,Security Audit,7,"4,694.87","32,864.09","1,738.18","31,125.91","16,728.76","1,184.38","5,573.19","23,486.33","7,639.58",24.54%,Cash,Paid,"28,057.00","3,068.91"
TXN-01930,2024-05-15,2024,May,Q2,Dubai,CUST-0395,Corporate,Logistics,Hardware Setup,28,"2,713.66","75,982.48",786.73,"75,195.75","55,103.78","2,961.55","7,188.96","65,254.29","9,941.46",13.22%,Credit Card,Pending,"66,599.64","8,596.11"
TXN-01931,2025-06-18,2025,Jun,Q2,Sharjah,CUST-0076,Government,Finance,Hardware Setup,20,"2,478.80","49,576.00","9,586.39","39,989.61","30,654.37","1,299.81","5,945.73","37,899.91","2,089.70",5.23%,Cash,Paid,"42,901.26","-2,911.65"
TXN-01932,2025-12-09,2025,Dec,Q4,Sharjah,CUST-0156,Retail,Marketing,Hardware Setup,25,"2,625.84","65,646.00","11,705.12","53,940.88","39,543.72","2,421.80","3,058.92","45,024.44","8,916.44",16.53%,Online,Paid,"50,612.24","3,328.64"
TXN-01933,2024-06-12,2024,Jun,Q2,Abu Dhabi,CUST-0114,Retail,Finance,Hardware Setup,17,"2,944.12","50,050.04","3,778.98","46,271.06","36,360.37","1,604.51","2,944.86","40,909.74","5,361.32",11.59%,Cheque,Overdue,"41,717.15","4,553.91"
TXN-01934,2023-07-01,2023,Jul,Q3,Ajman,CUST-0089,Government,Marketing,Security Audit,1,"4,197.47","4,197.47",64.59,"4,132.88","1,911.06",193.38,357.05,"2,461.49","1,671.39",40.44%,Cheque,Paid,"4,079.97",52.91
TXN-01935,2024-05-16,2024,May,Q2,Ajman,CUST-0136,Government,Logistics,Hardware Setup,15,"2,691.71","40,375.65","5,625.30","34,750.35","26,111.97","2,575.13","4,241.45","32,928.55","1,821.80",5.24%,Cash,Paid,"39,821.90","-5,071.55"
TXN-01936,2024-07-12,2024,Jul,Q3,Ajman,CUST-0404,Retail,Logistics,Cloud Support,21,"1,648.39","34,616.19","1,481.19","33,135.00","19,890.68","1,327.29","4,187.15","25,405.12","7,729.88",23.33%,Bank Transfer,Paid,"37,592.73","-4,457.73"
TXN-01937,2024-05-06,2024,May,Q2,Ajman,CUST-0182,Corporate,Operations,Security Audit,7,"4,226.43","29,585.01","1,154.71","28,430.30","13,593.64","1,020.88","1,977.01","16,591.53","11,838.77",41.64%,Online,Paid,"33,192.07","-4,761.77"
TXN-01938,2025-06-30,2025,Jun,Q2,Dubai,CUST-0404,Corporate,IT,Maintenance Contract,7,"1,408.83","9,861.81",74.98,"9,786.83","6,685.09",645.85,"1,318.54","8,649.48","1,137.35",11.62%,Bank Transfer,Paid,"9,222.99",563.84
TXN-01939,2024-07-22,2024,Jul,Q3,Ras Al Khaimah,CUST-0491,Retail,IT,Software Subscription,26,"1,180.34","30,688.84","2,200.91","28,487.93","17,269.75",826.18,"4,182.95","22,278.88","6,209.05",21.80%,Cheque,Paid,"31,242.87","-2,754.94"
TXN-01940,2025-01-18,2025,Jan,Q1,Fujairah,CUST-0391,Corporate,Logistics,Data Analytics Package,6,"6,007.66","36,045.96","3,293.84","32,752.12","14,057.00",910.77,"3,390.18","18,357.95","14,394.17",43.95%,Bank Transfer,Paid,"38,488.85","-5,736.73"
TXN-01941,2024-06-16,2024,Jun,Q2,Fujairah,CUST-0186,Government,Sales,Security Audit,1,"4,881.18","4,881.18",194.97,"4,686.21","2,145.67",110.57,383.88,"2,640.12","2,046.09",43.66%,Bank Transfer,Overdue,"4,556.40",129.81
TXN-01942,2025-10-24,2025,Oct,Q4,Umm Al Quwain,CUST-0476,Retail,Finance,Hardware Setup,27,"2,458.93","66,391.11","1,066.90","65,324.21","49,459.75","3,982.87","5,969.10","59,411.72","5,912.49",9.05%,Cheque,Overdue,"61,699.43","3,624.78"
TXN-01943,2023-06-06,2023,Jun,Q2,Dubai,CUST-0144,Government,IT,Cloud Support,24,"1,696.62","40,718.88","2,740.45","37,978.43","24,716.29","1,923.36","5,671.51","32,311.16","5,667.27",14.92%,Online,Paid,"38,073.71",-95.28
TXN-01944,2025-04-22,2025,Apr,Q2,Abu Dhabi,CUST-0189,Government,Operations,Hardware Setup,22,"2,808.93","61,796.46","9,664.64","52,131.82","38,187.08","3,812.21","7,405.95","49,405.24","2,726.58",5.23%,Online,Paid,"46,123.46","6,008.36"
TXN-01945,2025-02-06,2025,Feb,Q1,Fujairah,CUST-0096,Government,Finance,Software Subscription,17,"1,292.11","21,965.87",268.07,"21,697.80","13,134.25","1,347.06","3,035.85","17,517.16","4,180.64",19.27%,Cash,Paid,"19,117.56","2,580.24"
TXN-01946,2023-02-05,2023,Feb,Q1,Dubai,CUST-0111,Corporate,HR,Maintenance Contract,9,"1,732.91","15,596.19","1,061.18","14,535.01","9,680.44",659.02,"2,454.98","12,794.44","1,740.57",11.98%,Cheque,Paid,"13,083.33","1,451.68"
TXN-01947,2025-02-09,2025,Feb,Q1,Ras Al Khaimah,CUST-0174,SME,Operations,Software Subscription,10,"1,216.59","12,165.90",987.77,"11,178.13","6,150.90",593.62,"1,776.66","8,521.18","2,656.95",23.77%,Cheque,Paid,"10,686.28",491.85
TXN-01948,2024-09-04,2024,Sep,Q3,Abu Dhabi,CUST-0470,SME,Logistics,Cloud Support,27,"1,568.31","42,344.37","1,193.97","41,150.40","25,212.23","1,519.34","2,146.79","28,878.36","12,272.04",29.82%,Online,Pending,"47,288.29","-6,137.89"
TXN-01949,2025-09-11,2025,Sep,Q3,Umm Al Quwain,CUST-0255,Government,Operations,Data Analytics Package,6,"6,084.22","36,505.32","1,961.32","34,544.00","14,502.18","2,141.07","5,586.53","22,229.78","12,314.22",35.65%,Bank Transfer,Pending,"34,685.14",-141.14
TXN-01950,2024-02-22,2024,Feb,Q1,Ajman,CUST-0396,Retail,HR,Consulting Service,4,"4,156.14","16,624.56",101.55,"16,523.01","7,694.57",339.05,"1,589.42","9,623.04","6,899.97",41.76%,Bank Transfer,Paid,"16,393.58",129.43
TXN-01951,2024-12-16,2024,Dec,Q4,Umm Al Quwain,CUST-0296,Hospitality,Operations,Data Analytics Package,6,"5,375.39","32,252.34","2,237.56","30,014.78","11,979.40","1,685.00","2,841.94","16,506.34","13,508.44",45.01%,Bank Transfer,Paid,"32,019.33","-2,004.55"
TXN-01952,2023-12-16,2023,Dec,Q4,Abu Dhabi,CUST-0276,SME,Logistics,Hardware Setup,11,"2,507.45","27,581.95","2,862.06","24,719.89","19,975.27","1,777.88","2,446.84","24,199.99",519.90,2.10%,Bank Transfer,Paid,"24,313.21",406.68
TXN-01953,2024-03-27,2024,Mar,Q1,Ras Al Khaimah,CUST-0034,Retail,Logistics,Cloud Support,18,"2,024.79","36,446.22","3,126.76","33,319.46","20,182.52","2,098.75","1,843.79","24,125.06","9,194.40",27.59%,Cheque,Paid,"29,875.77","3,443.69"
TXN-01954,2024-01-23,2024,Jan,Q1,Ajman,CUST-0382,SME,Logistics,Cloud Support,5,"1,982.58","9,912.90","1,460.21","8,452.69","4,739.98",632.97,535.59,"5,908.54","2,544.15",30.10%,Bank Transfer,Paid,"8,980.81",-528.12
TXN-01955,2023-07-28,2023,Jul,Q3,Abu Dhabi,CUST-0128,Corporate,Operations,Training Program,3,923.40,"2,770.20",51.44,"2,718.76","1,528.16",102.53,485.89,"2,116.58",602.18,22.15%,Cash,Paid,"2,633.71",85.05
TXN-01956,2025-01-12,2025,Jan,Q1,Dubai,CUST-0344,Corporate,Sales,Data Analytics Package,1,"6,004.54","6,004.54",192.58,"5,811.96","2,110.43",136.77,522.79,"2,769.99","3,041.97",52.34%,Online,Paid,"5,132.42",679.54
TXN-01957,2025-04-14,2025,Apr,Q2,Umm Al Quwain,CUST-0157,Retail,Operations,Maintenance Contract,20,"1,559.42","31,188.40","2,069.80","29,118.60","18,218.69","1,380.14","4,262.52","23,861.35","5,257.25",18.05%,Bank Transfer,Paid,"31,808.46","-2,689.86"
TXN-01958,2024-01-12,2024,Jan,Q1,Ras Al Khaimah,CUST-0470,Corporate,Sales,Consulting Service,3,"3,439.25","10,317.75",506.70,"9,811.05","4,772.44",353.34,685.31,"5,811.09","3,999.96",40.77%,Cheque,Paid,"9,861.02",-49.97
TXN-01959,2023-08-03,2023,Aug,Q3,Fujairah,CUST-0068,SME,IT,Hardware Setup,21,"2,527.76","53,082.96","6,538.33","46,544.63","31,538.19","3,430.82","7,701.48","42,670.49","3,874.14",8.32%,Cash,Paid,"52,825.68","-6,281.05"
TXN-01960,2023-10-02,2023,Oct,Q4,Fujairah,CUST-0206,SME,IT,Consulting Service,7,"3,619.77","25,338.39",846.11,"24,492.28","11,029.15",674.93,"3,412.06","15,116.14","9,376.14",38.28%,Cheque,Paid,"26,202.97","-1,710.69"
TXN-01961,2025-02-20,2025,Feb,Q1,Ras Al Khaimah,CUST-0118,SME,IT,Training Program,1,928.47,928.47,70.35,858.12,445.92,58.33,121.93,626.18,231.94,27.03%,Cash,Paid,947.13,-89.01
TXN-01962,2025-10-05,2025,Oct,Q4,Ajman,CUST-0468,Retail,HR,Training Program,25,785.76,"19,644.00","1,478.72","18,165.28","8,594.22",582.64,"1,252.49","10,429.35","7,735.93",42.59%,Cash,Paid,"16,239.54","1,925.74"
TXN-01963,2025-10-07,2025,Oct,Q4,Fujairah,CUST-0416,Corporate,Operations,Training Program,9,"1,027.82","9,250.38",617.74,"8,632.64","4,883.35",247.63,824.02,"5,955.00","2,677.64",31.02%,Online,Paid,"8,361.34",271.30
TXN-01964,2023-02-17,2023,Feb,Q1,Umm Al Quwain,CUST-0094,Retail,Sales,Training Program,30,965.43,"28,962.90","1,793.41","27,169.49","12,760.35","1,163.02","2,375.83","16,299.20","10,870.29",40.01%,Cheque,Pending,"24,142.92","3,026.57"
TXN-01965,2025-01-04,2025,Jan,Q1,Dubai,CUST-0132,Corporate,IT,Cloud Support,29,"1,819.52","52,766.08","3,570.85","49,195.23","31,315.58","3,028.23","6,341.68","40,685.49","8,509.74",17.30%,Online,Paid,"48,325.44",869.79
TXN-01966,2025-10-31,2025,Oct,Q4,Umm Al Quwain,CUST-0069,SME,HR,Maintenance Contract,14,"1,465.29","20,514.06","1,410.98","19,103.08","11,682.51",489.54,"1,921.02","14,093.07","5,010.01",26.23%,Online,Paid,"20,404.03","-1,300.95"
TXN-01967,2025-10-04,2025,Oct,Q4,Dubai,CUST-0214,SME,Marketing,Security Audit,7,"4,027.96","28,195.72","1,376.18","26,819.54","14,512.92","1,523.36","4,233.37","20,269.65","6,549.89",24.42%,Online,Paid,"24,197.14","2,622.40"
TXN-01968,2023-02-17,2023,Feb,Q1,Umm Al Quwain,CUST-0229,Corporate,Logistics,Consulting Service,2,"3,989.11","7,978.22",554.09,"7,424.13","3,378.28",152.55,640.91,"4,171.74","3,252.39",43.81%,Online,Paid,"8,383.42",-959.29
TXN-01969,2023-02-01,2023,Feb,Q1,Sharjah,CUST-0374,SME,HR,Data Analytics Package,1,"4,514.63","4,514.63",54.74,"4,459.89","1,862.82",157.80,799.75,"2,820.37","1,639.52",36.76%,Credit Card,Overdue,"4,709.91",-250.02
TXN-01970,2024-08-16,2024,Aug,Q3,Ajman,CUST-0066,Hospitality,Marketing,Cloud Support,3,"1,900.17","5,700.51",644.29,"5,056.22","2,887.88",346.52,733.35,"3,967.75","1,088.47",21.53%,Online,Paid,"5,901.16",-844.94
TXN-01971,2025-01-04,2025,Jan,Q1,Dubai,CUST-0414,Hospitality,Operations,Consulting Service,7,"3,533.92","24,737.44","1,265.77","23,471.67","11,238.39",936.12,"1,848.12","14,022.63","9,449.04",40.26%,Online,Paid,"25,284.91","-1,813.24"
TXN-01972,2025-11-24,2025,Nov,Q4,Abu Dhabi,CUST-0189,Hospitality,IT,Hardware Setup,27,"2,783.86","75,164.22","11,247.79","63,916.43","47,111.57","4,345.07","6,353.28","57,809.92","6,106.51",9.55%,Credit Card,Paid,"68,917.82","-5,001.39"
TXN-01973,2023-11-22,2023,Nov,Q4,Ras Al Khaimah,CUST-0264,Retail,Finance,Training Program,23,931.15,"21,416.45",4.14,"21,412.31","11,722.17","1,105.23","1,500.02","14,327.42","7,084.89",33.09%,Online,Paid,"21,242.19",170.12
TXN-01974,2024-09-02,2024,Sep,Q3,Ajman,CUST-0499,Retail,IT,Hardware Setup,16,"3,074.91","49,198.56","6,288.94","42,909.62","32,197.55","2,430.77","4,372.45","39,000.77","3,908.85",9.11%,Cash,Paid,"41,930.61",979.01
TXN-01975,2024-10-28,2024,Oct,Q4,Fujairah,CUST-0169,Hospitality,IT,Security Audit,6,"3,690.22","22,141.32",358.10,"21,783.22","11,188.25",541.74,"2,441.57","14,171.56","7,611.66",34.94%,Credit Card,Paid,"25,032.56","-3,249.34"
TXN-01976,2025-10-27,2025,Oct,Q4,Ajman,CUST-0351,SME,Finance,Security Audit,5,"4,346.91","21,734.55",695.83,"21,038.72","10,049.01","1,641.40","1,227.99","12,918.40","8,120.32",38.60%,Cheque,Overdue,"22,528.98","-1,490.26"
TXN-01977,2024-10-23,2024,Oct,Q4,Dubai,CUST-0393,Retail,Logistics,Consulting Service,2,"3,975.87","7,951.74",393.65,"7,558.09","3,349.72",302.92,641.45,"4,294.09","3,264.00",43.19%,Cheque,Pending,"7,572.28",-14.19
TXN-01978,2024-09-28,2024,Sep,Q3,Sharjah,CUST-0378,Hospitality,Logistics,Consulting Service,7,"3,486.84","24,407.88","1,169.34","23,238.54","9,908.51","1,472.34","3,921.66","15,302.51","7,936.03",34.15%,Credit Card,Overdue,"20,797.24","2,441.30"
TXN-01979,2023-05-05,2023,May,Q2,Sharjah,CUST-0075,SME,HR,Consulting Service,7,"3,968.00","27,776.00","1,860.16","25,915.84","10,696.18","1,663.39","3,235.05","15,594.62","10,321.22",39.83%,Cash,Paid,"27,876.69","-1,960.85"
TXN-01980,2024-03-16,2024,Mar,Q1,Fujairah,CUST-0356,Corporate,Sales,Cloud Support,25,"1,953.23","48,830.75","1,226.09","47,604.66","27,886.26","2,532.46","5,893.66","36,312.38","11,292.28",23.72%,Online,Paid,"49,317.00","-1,712.34"
TXN-01981,2023-03-10,2023,Mar,Q1,Fujairah,CUST-0124,Retail,Logistics,Cloud Support,1,"2,047.42","2,047.42",60.36,"1,987.06","1,144.55",40.34,315.95,"1,500.84",486.22,24.47%,Online,Paid,"1,947.50",39.56
TXN-01982,2025-03-28,2025,Mar,Q1,Ajman,CUST-0021,Hospitality,Finance,Hardware Setup,24,"2,637.41","63,297.84","11,754.96","51,542.88","37,314.18","1,873.79","8,478.68","47,666.65","3,876.23",7.52%,Cheque,Paid,"50,693.20",849.68
TXN-01983,2024-07-01,2024,Jul,Q3,Sharjah,CUST-0320,Hospitality,Sales,Hardware Setup,21,"2,860.54","60,071.34","5,956.34","54,115.00","36,917.88","2,162.73","4,156.43","43,237.04","10,877.96",20.10%,Bank Transfer,Pending,"62,641.02","-8,526.02"
TXN-01984,2023-11-10,2023,Nov,Q4,Sharjah,CUST-0497,Retail,IT,Maintenance Contract,14,"1,496.67","20,953.38","1,312.81","19,640.57","13,233.11","1,339.12","1,912.52","16,484.75","3,155.82",16.07%,Credit Card,Overdue,"17,534.55","2,106.02"
TXN-01985,2024-05-18,2024,May,Q2,Abu Dhabi,CUST-0483,Hospitality,Operations,Software Subscription,22,"1,222.62","26,897.64","1,647.03","25,250.61","14,118.20",715.24,"4,263.42","19,096.86","6,153.75",24.37%,Cheque,Paid,"25,146.66",103.95
TXN-01986,2025-09-05,2025,Sep,Q3,Fujairah,CUST-0401,Hospitality,IT,Cloud Support,10,"2,014.84","20,148.40",7.64,"20,140.76","12,232.32","1,341.49","1,065.62","14,639.43","5,501.33",27.31%,Online,Paid,"20,627.15",-486.39
TXN-01987,2023-07-24,2023,Jul,Q3,Umm Al Quwain,CUST-0085,Retail,Marketing,Consulting Service,8,"3,546.58","28,372.64",840.57,"27,532.07","11,530.04","1,669.96","2,369.24","15,569.24","11,962.83",43.45%,Bank Transfer,Paid,"25,020.96","2,511.11"
TXN-01988,2025-05-29,2025,May,Q2,Sharjah,CUST-0226,Government,Finance,Cloud Support,20,"1,865.88","37,317.60","2,910.85","34,406.75","21,358.18","1,192.96","5,211.97","27,763.11","6,643.64",19.31%,Cash,Paid,"33,749.69",657.06
